RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,JoinDate,Exited,ChurnDate
2619,15637220,Smith,642,Germany,Female,23,30,212253.58059660767,3,1,1,84371.26138289261,2022-01-30,0,
2620,15637221,Johnson,660,Germany,Female,80,10,191292.480964903,2,0,1,98010.67186657985,2020-05-08,0,
2621,15637222,Brown,408,Spain,Male,35,19,202131.0464655525,3,1,1,152858.05473018723,2023-07-26,0,
2622,15637223,Smith,600,France,Male,48,30,239895.817019778,2,0,1,112217.47305653393,2023-06-26,0,
2623,15637224,Williams,667,Germany,Female,69,15,79952.23510670454,3,0,1,47043.603244359576,2019-01-19,0,
2624,15637225,Jones,554,Germany,Male,33,35,244964.80026810526,3,0,1,180453.44352287022,2023-01-17,0,
2625,15637226,Williams,615,France,Male,73,38,222630.66641049093,1,1,1,106259.05555050155,2023-02-14,0,
2626,15637227,Williams,370,Germany,Female,84,10,90473.02240658841,4,0,0,181509.85240233355,2023-06-06,0,
2627,15637228,Brown,568,Spain,Female,79,19,216018.47523915788,3,0,1,130340.7119702789,2020-02-01,0,
2628,15637229,Johnson,800,Germany,Male,98,25,224326.1990438777,4,1,1,122450.41708434929,2021-09-27,0,
2629,15637230,Brown,508,France,Male,69,48,9022.078161427027,2,1,0,80156.97790139561,2022-07-26,0,
2630,15637231,Jones,777,Spain,Male,22,25,218990.59232753055,4,0,0,194825.60899098596,2021-04-30,1,2025-08-16
2631,15637232,Brown,475,Germany,Male,70,41,108311.15192089544,2,1,0,196990.2887150014,2022-10-20,0,
2632,15637233,Jones,538,France,Female,97,46,202835.99143249725,4,1,0,85311.80763194288,2022-09-16,0,
2633,15637234,Brown,741,France,Male,34,5,27790.99786493039,3,1,1,162119.62481155444,2023-07-23,0,
2634,15637235,Johnson,791,France,Male,48,44,43046.752693982,3,0,1,68588.46989478497,2022-09-29,1,2026-08-14
2635,15637236,Smith,398,France,Male,33,34,244694.03110415276,1,0,0,130483.4251132589,2021-04-01,0,
2636,15637237,Johnson,628,Germany,Female,74,7,104045.12861678058,3,0,1,140756.40326661256,2020-03-30,0,
2637,15637238,Brown,625,Germany,Male,38,6,199613.83407013235,4,1,1,197193.44861777333,2023-06-13,0,
2638,15637239,Williams,744,Spain,Female,58,36,187561.0274211023,4,0,1,71880.9599452917,2020-12-25,0,
2639,15637240,Smith,594,Spain,Female,56,49,196512.31766177915,1,0,1,147068.35708269145,2023-08-06,0,
2640,15637241,Williams,741,France,Female,54,15,191155.59519578962,2,1,0,64186.25537525319,2021-12-24,0,
2641,15637242,Johnson,330,France,Male,58,8,228489.89484049918,4,1,1,26501.369935600036,2022-01-04,0,
2642,15637243,Smith,430,Spain,Male,70,10,148146.71890464856,4,1,1,71303.29641937619,2020-12-11,1,2023-05-17
2643,15637244,Brown,826,Germany,Female,91,20,106363.7005165822,1,0,0,161554.753072584,2019-05-23,0,
2644,15637245,Williams,737,Germany,Male,49,45,231307.46726258245,3,1,0,188644.6401759501,2021-07-05,0,
2645,15637246,Brown,625,Germany,Female,42,6,89238.20332682111,2,0,0,24703.28035320175,2021-04-07,0,
2646,15637247,Jones,566,France,Female,70,11,157674.69715705857,4,1,0,40171.93649711081,2020-08-27,0,
2647,15637248,Smith,585,Spain,Male,81,39,213804.51797090456,4,1,1,86568.06936788742,2023-02-05,0,
2648,15637249,Williams,590,Spain,Female,50,20,229004.3521823872,3,1,1,101452.64373469268,2022-12-11,1,2027-05-31
2649,15637250,Johnson,667,Spain,Female,55,4,237357.53029058615,3,1,0,187064.83546261353,2019-11-01,0,
2650,15637251,Johnson,785,Germany,Male,96,5,164983.18455100188,4,1,0,23751.66962879225,2021-01-05,1,2022-11-22
2651,15637252,Johnson,467,Spain,Female,25,42,180050.0914807983,2,0,0,172820.38914771046,2023-03-01,0,
2652,15637253,Johnson,770,Spain,Male,18,25,124380.17413565158,1,0,0,112602.95064234953,2019-10-18,0,
2653,15637254,Williams,469,Germany,Male,91,28,71223.12262904245,1,0,0,58654.25935538522,2019-04-12,1,2022-01-04
2654,15637255,Jones,645,France,Female,76,2,4044.8813805702976,1,0,1,55300.066540108186,2022-07-14,0,
2655,15637256,Johnson,377,France,Female,52,10,55510.18385241688,1,1,1,28997.04195040156,2021-05-16,0,
2656,15637257,Johnson,384,Germany,Male,33,22,244989.83593294962,4,1,0,64309.05370967891,2021-08-25,0,
2657,15637258,Johnson,500,Spain,Female,31,24,201595.45746720582,4,1,0,195424.7499929844,2023-07-04,0,
2658,15637259,Jones,660,France,Male,22,11,119758.99627557007,1,0,1,163634.5494007675,2021-08-31,0,
2659,15637260,Smith,601,France,Female,97,0,85897.77671010223,1,1,1,193231.26306922216,2021-04-21,0,
2660,15637261,Johnson,592,France,Male,38,3,16086.092977012357,2,0,0,47941.807290908015,2021-08-19,0,
2661,15637262,Johnson,593,Germany,Female,75,0,2534.2163515700013,4,0,0,118848.12388934637,2021-07-30,0,
2662,15637263,Johnson,408,France,Male,74,5,188765.14376538133,3,0,1,187780.3872262257,2023-12-06,0,
2663,15637264,Smith,664,Spain,Female,28,33,246393.34165164275,2,0,0,138826.42500459356,2021-10-23,1,2025-12-31
2664,15637265,Johnson,793,Germany,Female,88,26,63457.2280659387,4,0,1,23604.816030874023,2019-03-26,0,
2665,15637266,Smith,566,Germany,Male,25,44,68634.19162599476,4,0,0,32541.488102513133,2023-12-23,0,
2666,15637267,Smith,392,France,Male,98,15,233668.7179937204,3,1,0,95933.81929844341,2019-11-24,1,2024-05-11
2667,15637268,Brown,363,Spain,Female,31,10,150515.45374998217,2,1,0,89181.68035611602,2021-03-26,0,
2668,15637269,Brown,727,Germany,Female,66,13,43452.78238315192,3,1,0,180144.72278058642,2023-01-13,1,2026-02-21
2669,15637270,Johnson,667,France,Female,50,37,11421.628097789182,3,0,0,160446.36986383653,2020-03-29,0,
2670,15637271,Williams,404,Spain,Female,41,47,140893.95270324987,2,1,1,43787.477441598596,2020-09-20,0,
2671,15637272,Brown,508,Spain,Male,88,48,113139.31925298595,1,0,0,36109.66902570012,2022-05-29,0,
2672,15637273,Brown,773,Germany,Female,55,9,108023.59796630373,3,0,1,176046.26956803055,2022-03-23,0,
2673,15637274,Williams,360,France,Female,96,12,242316.07582367485,4,0,1,100956.53683302588,2020-10-26,0,
2674,15637275,Jones,645,Spain,Male,67,44,65719.37891831323,2,0,0,50474.49567817716,2019-01-12,1,2023-08-09
2675,15637276,Johnson,311,Germany,Female,81,33,121997.64854863363,3,1,0,181746.13820493704,2022-03-02,1,2026-12-12
2676,15637277,Jones,765,Germany,Male,98,32,53336.00339103223,4,1,1,149666.53799873986,2019-10-31,1,2023-08-24
2677,15637278,Jones,494,Germany,Female,19,32,80447.28762605078,1,0,0,49507.62935020709,2022-08-09,0,
2678,15637279,Smith,373,Germany,Male,56,38,191473.34363010473,4,1,0,129129.50505420438,2021-09-01,0,
2679,15637280,Smith,685,Germany,Male,91,12,49325.12328488164,3,0,0,104471.2029201581,2022-08-16,0,
2680,15637281,Johnson,435,Spain,Female,31,16,169121.12048388305,4,1,1,66125.87210097184,2023-10-30,0,
2681,15637282,Williams,735,Germany,Male,29,8,32411.110015073795,1,0,0,126392.89908741848,2021-02-21,0,
2682,15637283,Smith,338,France,Female,98,12,47643.186491857334,4,1,0,99236.6630052945,2019-02-12,0,
2683,15637284,Brown,842,France,Male,95,15,5773.327412379958,4,1,0,121097.29736358006,2021-08-01,0,
2684,15637285,Johnson,619,Spain,Male,68,36,157616.14680918702,4,1,0,72745.84102081927,2019-12-09,0,
2685,15637286,Jones,652,Germany,Male,27,29,247580.121924347,3,1,0,150538.34859645923,2022-09-11,0,
2686,15637287,Johnson,813,Germany,Female,61,38,164118.8354227094,1,0,0,96793.92509336914,2020-05-12,1,2021-08-25
2687,15637288,Smith,782,Spain,Female,57,32,230830.3065162115,3,0,0,166361.9724327566,2019-12-30,0,
2688,15637289,Williams,715,Germany,Male,77,39,131601.97655404414,1,1,0,129456.22677917057,2021-06-09,0,
2689,15637290,Jones,669,Germany,Female,87,5,170071.60521161696,3,0,0,63821.34224558872,2020-03-02,0,
2690,15637291,Williams,642,France,Male,48,11,231383.24131375633,2,0,0,81345.64023164868,2021-10-01,1,2023-07-09
2691,15637292,Johnson,624,Germany,Male,54,1,21554.75360376141,3,0,1,71593.62847509887,2019-01-21,0,
2692,15637293,Williams,666,Spain,Female,90,32,149359.27436037012,1,0,0,84674.62787820483,2020-02-11,1,2020-10-23
2693,15637294,Williams,635,France,Male,75,14,143882.2438568829,4,0,0,50869.63233666294,2020-09-10,1,2021-10-15
2694,15637295,Johnson,595,Spain,Female,60,16,8287.87213189361,1,0,1,105608.42350249464,2021-10-11,1,2021-12-07
2695,15637296,Jones,323,Spain,Male,88,34,39049.830261047166,3,1,0,28839.39760774986,2019-12-02,0,
2696,15637297,Williams,741,Germany,Female,55,30,138087.3686060581,3,1,1,82631.6942871472,2022-02-14,0,
2697,15637298,Williams,403,Germany,Male,25,29,124418.78046290086,3,1,0,96843.64984438421,2022-02-21,0,
2698,15637299,Johnson,711,France,Male,51,37,85957.08251028472,1,1,1,157523.93697379174,2020-02-03,0,
2699,15637300,Brown,593,Spain,Male,34,15,174429.4061021546,4,1,0,175237.62956379502,2021-03-03,0,
2700,15637301,Williams,542,Spain,Male,34,41,90057.98019183228,2,0,0,159127.71584122753,2020-12-15,0,
2701,15637302,Smith,641,Germany,Male,99,44,192217.19031042862,2,1,0,34749.06591436816,2019-02-20,0,
2702,15637303,Jones,472,Spain,Female,70,39,202309.32427645277,4,1,1,139138.85513324672,2023-12-12,0,
2703,15637304,Williams,715,Spain,Female,32,16,161144.52993429368,2,0,0,173419.94192637375,2019-11-20,0,
2704,15637305,Johnson,402,Spain,Male,81,6,69745.2412435716,4,1,1,115202.55612563589,2021-02-27,0,
2705,15637306,Smith,459,Spain,Male,74,4,200664.52529587233,1,0,0,188389.05859027628,2019-05-21,0,
2706,15637307,Johnson,556,Spain,Female,37,39,62946.79866641312,1,0,0,179054.62519185798,2020-04-14,0,
2707,15637308,Williams,495,France,Female,78,26,75752.37982443994,4,1,0,178060.47854839612,2021-02-25,0,
2708,15637309,Smith,690,Spain,Male,42,0,152201.369379334,2,1,0,193529.3344339543,2023-12-31,1,2026-11-02
2709,15637310,Jones,369,Spain,Male,95,1,172261.40828606562,2,1,1,157765.89325331518,2022-09-19,0,
2710,15637311,Jones,546,France,Male,44,3,92822.5866140539,1,1,0,143462.63722056354,2021-08-21,0,
2711,15637312,Jones,628,Germany,Male,64,0,147846.9163925631,1,0,0,155499.5144283294,2021-10-04,0,
2712,15637313,Brown,457,Germany,Male,45,28,61997.15351099577,4,0,1,84432.39922469646,2020-01-08,0,
2713,15637314,Johnson,354,France,Male,23,20,198703.7981993882,4,0,0,21502.15199195571,2023-05-07,0,
2714,15637315,Williams,785,France,Female,58,41,248032.03860873068,1,1,1,27907.432723495738,2020-05-08,0,
2715,15637316,Smith,542,Germany,Male,76,34,174591.9931810374,1,0,0,173482.6933303151,2023-04-12,0,
2716,15637317,Johnson,652,Spain,Male,95,33,79841.30151896163,1,1,0,93802.1013159964,2023-08-20,0,
2717,15637318,Williams,709,Spain,Female,78,38,87189.35167336103,1,0,0,85234.42866875706,2021-01-20,0,
2718,15637319,Brown,314,France,Female,97,1,7631.364955948655,2,0,0,130288.21370186926,2022-03-25,0,
2719,15637320,Williams,446,Spain,Female,66,24,161738.30485909857,1,1,0,45195.64024251957,2019-10-18,0,
2720,15637321,Johnson,789,France,Male,22,5,150005.29033011966,3,0,1,117910.82134100408,2023-07-30,0,
2721,15637322,Williams,324,Germany,Female,28,7,238647.15597433422,1,0,0,170420.70634533407,2022-03-13,0,
2722,15637323,Smith,632,Spain,Male,57,34,100533.63381789929,1,1,1,96580.26888291936,2019-04-16,0,
2723,15637324,Brown,473,Germany,Female,87,18,233231.02465877726,2,1,0,113237.74872609107,2022-12-14,0,
2724,15637325,Smith,589,Spain,Female,56,8,190061.96570222147,2,0,1,49606.15866048202,2020-10-31,1,2023-08-21
2725,15637326,Brown,444,Spain,Female,87,32,72000.77962534613,1,0,1,152646.10542671266,2023-08-09,0,
2726,15637327,Brown,421,Spain,Male,37,7,4108.218254521789,1,0,1,121148.8445107886,2019-01-02,0,
2727,15637328,Williams,326,France,Female,21,37,181665.28979452644,3,1,1,119340.14007756732,2020-08-11,1,2020-09-25
2728,15637329,Smith,365,Germany,Female,30,31,124086.93457842049,2,1,1,60612.55179526727,2020-10-05,0,
2729,15637330,Brown,400,France,Female,66,22,240463.99945062934,4,1,1,185114.94521045094,2019-03-31,0,
2730,15637331,Brown,687,France,Male,93,33,5526.287121870532,4,0,0,81994.19154386464,2022-09-30,1,2026-05-22
2731,15637332,Williams,393,Germany,Male,26,22,130476.20442086738,2,0,0,193016.05377548898,2019-12-16,1,2020-12-12
2732,15637333,Johnson,366,Germany,Male,76,45,197205.78159971433,4,1,0,81507.78573417997,2023-01-22,0,
2733,15637334,Johnson,549,France,Male,20,31,197443.17442523004,1,0,1,182056.09681136385,2022-07-10,0,
2734,15637335,Jones,441,France,Male,28,0,168014.86857636788,1,0,1,120533.60992457552,2022-10-06,1,2024-03-01
2735,15637336,Jones,566,France,Female,22,6,98593.11923627595,4,1,1,31536.046029504105,2022-02-05,0,
2736,15637337,Brown,514,Germany,Female,52,42,16810.67456622795,3,1,1,191778.2808511059,2023-05-29,1,2025-01-13
2737,15637338,Johnson,788,France,Male,41,47,75439.76831025917,4,0,0,79864.29317494534,2021-11-28,0,
2738,15637339,Brown,795,Germany,Female,87,23,162788.0964166987,3,0,0,166518.1468135585,2021-06-27,0,
2739,15637340,Smith,779,France,Female,99,1,192764.7280393712,4,0,0,121826.77829667172,2019-06-08,1,2023-02-08
2740,15637341,Johnson,789,Germany,Male,23,17,204345.0482184086,3,0,0,63965.317503059916,2023-05-26,1,2023-10-16
2741,15637342,Johnson,300,France,Male,59,18,193520.31010605258,3,0,1,45247.43482755289,2021-08-16,0,
2742,15637343,Johnson,308,Spain,Male,60,41,80947.93970292898,3,0,0,62205.033955562554,2019-11-08,0,
2743,15637344,Jones,679,Spain,Female,31,35,173522.25620074995,1,1,1,118094.01918601758,2022-06-18,0,
2744,15637345,Williams,443,Germany,Male,93,27,242269.68885559583,4,0,1,111457.36377914304,2020-03-20,0,
2745,15637346,Williams,601,Germany,Male,42,34,34125.40303643624,1,0,0,68590.37932903491,2019-10-25,0,
2746,15637347,Jones,716,Spain,Male,35,31,182840.34562499664,2,0,1,48283.347275235006,2021-08-09,1,2021-10-15
2747,15637348,Jones,478,Germany,Female,41,12,102495.25564277578,2,0,0,83119.688791363,2019-02-05,1,2020-06-02
2748,15637349,Jones,577,Germany,Female,80,5,56248.41230978894,2,1,0,48614.89606051855,2022-01-12,0,
2749,15637350,Williams,443,Spain,Female,96,28,80010.63392887289,1,0,1,111113.19676490127,2023-01-15,0,
2750,15637351,Brown,638,France,Male,18,9,41618.00423106579,2,0,0,98031.20396882674,2023-12-04,0,
2751,15637352,Jones,758,Germany,Female,32,39,203835.5932594908,2,0,1,100790.1978080707,2022-11-09,0,
2752,15637353,Brown,630,Germany,Male,71,9,96865.36127731815,3,1,0,67022.09239693328,2022-04-10,0,
2753,15637354,Brown,569,France,Male,51,33,234404.83735092587,4,0,1,36804.01381324491,2022-10-31,0,
2754,15637355,Smith,486,France,Female,69,19,241596.51386202482,3,1,1,125525.54790579103,2023-09-05,0,
2755,15637356,Williams,471,Germany,Male,19,46,241435.58858804533,4,0,1,195319.3342561378,2022-10-17,0,
2756,15637357,Brown,703,Germany,Female,53,32,38927.851170840215,2,1,1,140391.64005737044,2020-07-12,0,
2757,15637358,Williams,767,France,Male,40,10,86596.51449272393,3,1,1,179835.87411500138,2021-06-09,0,
2758,15637359,Williams,546,Germany,Male,41,23,77596.21484250776,2,1,0,37347.00153640164,2019-05-21,0,
2759,15637360,Smith,822,France,Female,49,32,230669.6619630327,3,1,0,30939.805408273613,2021-06-05,0,
2760,15637361,Williams,410,France,Male,68,21,21618.804421771914,4,1,1,157893.51773781987,2022-02-15,0,
2761,15637362,Brown,602,Germany,Female,63,47,147153.85430892097,1,0,1,101842.91656870443,2022-07-24,0,
2762,15637363,Johnson,772,Germany,Female,30,11,121343.12096827099,1,0,0,168843.90402313558,2020-12-26,0,
2763,15637364,Brown,591,France,Male,31,29,244067.38513783543,1,0,1,106540.93921468464,2022-05-28,1,2024-07-07
2764,15637365,Brown,551,Germany,Male,34,31,240824.90629906618,2,1,1,33437.138317922756,2021-11-15,0,
2765,15637366,Williams,474,France,Male,33,43,105999.65016042048,2,1,1,101678.08604899044,2020-06-04,0,
2766,15637367,Brown,408,Spain,Male,49,18,110343.50836209975,2,0,1,139893.63906657102,2023-12-12,0,
2767,15637368,Johnson,639,Spain,Male,96,44,96133.72461611539,3,0,0,112978.81558588345,2019-01-10,0,
2768,15637369,Williams,313,France,Male,29,39,197293.0354199646,2,1,0,59083.17157799232,2021-09-10,0,
2769,15637370,Jones,621,France,Male,20,1,25045.27445085597,4,1,0,186342.7712495592,2020-01-13,1,2020-07-26
2770,15637371,Brown,342,Germany,Male,92,13,29036.725236854854,2,1,0,139771.90058135806,2023-07-15,0,
2771,15637372,Brown,760,France,Male,70,32,176173.19762082657,1,1,1,114768.14761830129,2023-07-19,1,2025-07-11
2772,15637373,Smith,401,France,Male,60,31,4171.690534505918,2,0,1,105484.44451866989,2020-11-12,0,
2773,15637374,Jones,308,Germany,Male,22,40,167757.4415331111,4,0,1,130255.27441792558,2020-08-06,0,
2774,15637375,Jones,448,Germany,Female,64,18,32174.007587410568,3,1,0,103624.97421633363,2019-06-01,0,
2775,15637376,Johnson,637,Spain,Male,44,13,196546.39476019246,4,0,1,75518.33699039918,2020-12-20,0,
2776,15637377,Jones,523,France,Male,69,3,184909.61210468088,4,1,1,89945.55031336896,2021-12-08,0,
2777,15637378,Smith,409,France,Male,73,1,45565.074722565405,1,0,1,54626.50899826736,2022-03-23,0,
2778,15637379,Johnson,653,Spain,Female,97,9,189233.17696254293,1,1,1,157043.96317116808,2021-05-08,1,2021-12-28
2779,15637380,Jones,383,France,Male,97,28,197557.64543975636,4,0,1,165112.90394418206,2022-08-09,0,
2780,15637381,Johnson,365,Germany,Female,97,14,231390.52879056046,3,0,1,152205.07599893457,2023-05-23,0,
2781,15637382,Jones,687,France,Female,85,30,181111.16525903382,2,1,1,103378.85907148384,2019-02-19,1,2021-08-14
2782,15637383,Jones,434,Germany,Male,32,32,216900.29251572274,1,0,1,58673.67841099268,2020-10-25,1,2021-07-26
2783,15637384,Jones,385,France,Male,36,28,159369.93453716577,4,1,0,193270.05898285878,2020-06-14,0,
2784,15637385,Brown,383,Spain,Male,43,10,156379.09222772348,1,0,0,158737.40867175622,2023-06-24,1,2027-04-10
2785,15637386,Jones,526,Germany,Female,96,47,168835.9929192968,2,0,1,159666.6002955301,2021-12-19,1,2024-08-17
2786,15637387,Brown,559,Germany,Female,62,44,101587.85183069855,3,1,0,132403.3738595745,2022-04-05,0,
2787,15637388,Williams,319,Spain,Female,27,39,57143.441988839055,2,0,1,70788.97355205932,2022-05-10,0,
2788,15637389,Smith,334,Germany,Male,43,8,103328.6737358699,3,1,0,52938.0433907635,2021-05-06,0,
2789,15637390,Johnson,742,Spain,Male,25,46,148347.55464314407,2,0,1,40145.655187764976,2019-05-26,0,
2790,15637391,Johnson,569,France,Female,97,28,172501.33507649647,1,0,1,132198.35351420517,2021-07-03,0,
2791,15637392,Williams,705,Spain,Female,49,36,114175.90552506305,2,1,0,52250.20883492402,2023-08-27,1,2027-08-15
2792,15637393,Jones,807,France,Female,38,20,82527.6081539753,4,0,1,87512.1073744555,2021-09-19,0,
2793,15637394,Smith,603,Germany,Female,62,30,61722.76550521383,2,1,0,167541.701818611,2023-01-02,0,
2794,15637395,Williams,584,Germany,Male,72,21,45799.751670778016,4,0,0,72180.67260230139,2019-08-30,1,2021-12-27
2795,15637396,Williams,847,Spain,Male,29,17,119092.48105159348,4,0,0,67823.9539870765,2020-08-03,1,2022-01-21
2796,15637397,Johnson,328,France,Female,65,1,176597.71338399782,1,0,1,149120.18875748775,2020-11-17,0,
2797,15637398,Brown,690,Spain,Male,76,21,207462.04387014333,4,1,1,113727.04253024512,2023-05-04,0,
2798,15637399,Brown,715,Germany,Female,91,36,86327.99601510758,1,0,1,121224.14140048847,2020-04-27,0,
2799,15637400,Jones,441,Germany,Female,87,19,152791.06701637164,3,1,1,43201.84999346223,2022-02-05,0,
2800,15637401,Jones,640,France,Male,54,47,119427.0055895856,3,1,0,71434.5336184635,2022-06-03,0,
2801,15637402,Williams,544,France,Male,99,47,241565.54410787005,2,1,0,86495.01161677223,2020-11-03,0,
2802,15637403,Jones,304,Germany,Male,48,3,220598.21864157234,2,0,0,194594.89966102538,2020-09-22,1,2023-05-03
2803,15637404,Brown,748,Germany,Female,20,25,220568.36251127144,1,1,1,27463.04254615139,2020-10-22,0,
2804,15637405,Smith,565,France,Female,86,19,144800.27257879305,1,0,0,173947.71150357765,2020-10-23,0,
2805,15637406,Johnson,790,Spain,Male,76,21,109208.14740718226,2,0,1,42538.89914397636,2022-12-26,0,
2806,15637407,Brown,538,Spain,Male,50,42,162964.2792970139,2,1,0,197793.15396420687,2021-03-15,0,
2807,15637408,Jones,549,France,Male,53,19,39913.11018508301,2,1,1,54730.02361154994,2023-08-06,0,
2808,15637409,Johnson,590,France,Female,91,28,220743.18478457475,4,1,0,72038.79612420309,2020-02-23,1,2023-05-12
2809,15637410,Johnson,842,France,Female,20,47,67808.19085960546,3,1,0,169300.32707279408,2021-09-14,0,
2810,15637411,Williams,378,Germany,Male,92,30,206724.7724252425,2,0,1,84441.66217138813,2023-01-18,0,
2811,15637412,Jones,820,Spain,Male,20,22,74625.25963920119,4,1,0,136688.19935137994,2022-03-29,0,
2812,15637413,Williams,749,France,Female,76,43,130504.8868671658,1,0,0,125135.30700385633,2023-03-27,0,
2813,15637414,Johnson,443,Spain,Male,71,37,193069.08226047322,2,0,1,143532.17256203416,2020-10-11,0,
2814,15637415,Williams,419,Germany,Female,45,15,98434.7269658201,1,0,0,168208.04445900582,2021-08-26,0,
2815,15637416,Jones,475,Germany,Male,26,18,89500.94385107735,1,0,1,73884.12837170983,2020-08-12,0,
2816,15637417,Brown,369,France,Female,43,10,221968.05089122697,3,1,1,177288.0359833502,2022-01-05,0,
2817,15637418,Smith,502,France,Female,46,11,17227.24820039734,1,1,0,195511.64044363628,2020-05-23,0,
2818,15637419,Brown,479,France,Male,27,35,210383.57074860844,4,0,1,141089.68793959124,2020-03-16,0,
2819,15637420,Johnson,409,France,Male,44,12,232049.61297673165,3,0,0,121898.77066580826,2022-07-01,0,
2820,15637421,Brown,723,Spain,Female,80,1,140790.23911252213,2,1,1,197019.8953324897,2021-07-09,0,
2821,15637422,Williams,802,France,Male,79,10,173992.64777756523,4,1,0,36494.5048353881,2021-02-08,0,
2822,15637423,Jones,705,Spain,Male,35,0,215361.94863610796,1,1,0,89230.14229877201,2022-09-05,0,
2823,15637424,Brown,390,Germany,Male,70,40,108881.96891735261,2,1,0,62489.263815999766,2019-09-20,0,
2824,15637425,Brown,593,Germany,Female,99,9,219696.9801123731,2,1,0,34711.34496689004,2023-06-09,0,
2825,15637426,Jones,692,Spain,Female,34,2,93065.33596924976,1,1,0,175643.95177294855,2023-08-09,0,
2826,15637427,Williams,336,Spain,Female,66,7,76617.85421345652,4,0,0,81741.0653451439,2023-04-27,1,2026-11-29
2827,15637428,Smith,816,France,Male,43,15,245800.13532716254,4,1,1,44849.092056578666,2022-10-29,0,
2828,15637429,Brown,615,France,Female,22,35,7786.999162311792,2,1,0,88933.24989003426,2020-09-28,0,
2829,15637430,Johnson,471,France,Male,90,42,79890.19921875228,1,1,0,88365.46558253108,2022-04-05,0,
2830,15637431,Williams,705,Germany,Male,61,39,114637.5157162905,1,0,0,42708.976816230126,2023-11-12,1,2028-09-21
2831,15637432,Williams,561,Spain,Female,41,38,77721.06843796445,2,1,1,115803.58228663467,2020-04-03,0,
2832,15637433,Brown,783,Spain,Female,74,19,70540.7227977902,1,1,0,38387.08419305214,2021-09-25,0,
2833,15637434,Jones,326,Spain,Female,24,46,92670.18180676736,3,0,1,56449.664812537536,2022-07-27,1,2023-10-09
2834,15637435,Brown,794,Spain,Male,37,7,99515.24973631227,4,1,0,150159.07556036807,2020-11-30,1,2021-11-04
2835,15637436,Brown,354,France,Male,73,9,17901.01769907326,4,1,1,74664.19907257367,2019-10-29,0,
2836,15637437,Jones,548,France,Female,89,36,193810.4923976514,4,1,0,136124.17335939873,2023-04-04,0,
2837,15637438,Johnson,572,Spain,Male,36,31,42061.71084165161,3,1,0,57921.17439243222,2023-05-23,1,2028-03-16
2838,15637439,Jones,558,France,Female,81,26,10255.386848850661,2,1,1,115249.02098585934,2022-05-26,0,
2839,15637440,Brown,490,Germany,Female,60,30,147594.78982380783,4,0,1,38545.30407738678,2022-01-30,0,
2840,15637441,Smith,745,France,Female,61,2,167148.40922060824,1,0,1,27777.937844831045,2020-07-07,0,
2841,15637442,Jones,801,Germany,Male,42,38,190069.7910504876,2,0,0,119018.28443889013,2019-10-15,0,
2842,15637443,Johnson,692,Germany,Female,34,5,21946.079814448403,2,0,1,160093.81774009048,2022-04-05,0,
2843,15637444,Jones,707,Spain,Female,56,16,42931.246894181764,4,1,1,146653.26679511167,2020-09-12,0,
2844,15637445,Jones,408,Spain,Female,42,9,45579.35251718107,1,1,1,159130.4531804886,2021-10-02,1,2022-01-07
2845,15637446,Williams,402,France,Female,56,20,148410.068939963,2,0,1,107242.61747201045,2019-02-05,0,
2846,15637447,Williams,525,Spain,Male,56,28,222430.35340386914,4,1,1,145374.68225821696,2021-01-13,0,
2847,15637448,Brown,652,Germany,Male,76,28,176606.76240506425,1,0,1,34687.18150396739,2023-10-31,0,
2848,15637449,Brown,459,Germany,Male,83,19,78676.85654440692,1,1,1,170318.52303921693,2019-12-19,1,2020-05-10
2849,15637450,Jones,703,France,Male,33,14,213290.0463728547,2,1,0,81008.57680649793,2023-08-27,0,
2850,15637451,Smith,623,Germany,Male,70,1,167448.4022776304,3,0,1,177302.71928130652,2019-03-14,0,
2851,15637452,Brown,444,Spain,Male,95,32,172111.7612061672,3,0,1,124025.45360526982,2020-10-09,0,
2852,15637453,Jones,764,France,Male,46,11,239340.03509388922,4,1,1,38002.96090209888,2022-10-08,0,
2853,15637454,Jones,431,France,Female,83,12,237591.16032270636,4,0,1,95389.80703320219,2021-12-29,1,2022-09-04
2854,15637455,Jones,392,France,Female,27,43,96418.17251580076,3,0,1,164819.62292390654,2020-02-29,0,
2855,15637456,Jones,572,Spain,Male,19,43,158958.74915766215,1,1,1,63663.120312039704,2021-09-25,0,
2856,15637457,Jones,833,Germany,Female,30,38,50505.07411895419,2,0,1,52800.677125455135,2020-12-08,0,
2857,15637458,Williams,493,Spain,Male,71,38,102978.06348879728,1,0,0,23113.817486876564,2023-12-10,0,
2858,15637459,Johnson,469,France,Male,19,37,68353.24521775043,2,1,1,143916.709248589,2020-07-14,0,
2859,15637460,Johnson,759,Germany,Female,59,44,91841.23760126042,1,1,0,87580.3276448365,2021-04-07,0,
2860,15637461,Jones,310,France,Female,31,20,168851.5909218451,2,0,1,51515.72819414204,2023-07-24,0,
2861,15637462,Brown,480,Spain,Female,98,40,52561.29433012116,3,0,0,128157.91064699847,2021-08-13,0,
2862,15637463,Smith,531,France,Female,68,15,45082.24480208628,3,1,0,45876.66071224423,2020-05-31,0,
2863,15637464,Jones,328,Spain,Male,66,33,94834.60091884843,3,0,1,150435.61165213038,2020-03-03,0,
